1,-4.0515,4.5807,9.0112
2,-4.0276,3.8436,9.6272
3,-3.2138,3.3599,9.073
4,-2.9363,3.7983,8.751
5,-3.7269,3.6709,8.739
6,-3.0728,4.2716,8.1088
7,-2.5813,4.2647,8.201
8,-2.7474,4.8295,7.6329
9,-2.0732,4.7605,8.2709
10,-1.9025,4.6107,9.1343
11,-1.0995,4.6614,8.7512
12,-1.3008,5.0304,7.6132
13,-1.4038,5.2231,7.9697
14,-1.313,5.3045,8.0566
15,-1.1529,5.3038,8.5333
16,-1.1143,5.4891,7.4801
17,-1.1888,5.0198,7.177
18,-1.0794,4.8213,7.148
19,-1.8381,4.5731,8.5304
20,-2.0093,4.3882,9.65
21,-2.2255,4.4189,9.1896
22,-1.9013,4.2925,8.5635
23,-1.7351,4.4364,8.2659
24,-1.0851,4.3011,9.2183
25,-0.47292,3.416,11.288
26,0.5834,2.1422,11.44
27,-0.079788,2.4995,8.5242
28,-0.14993,3.3671,6.882
29,-0.57945,3.2464,8.14
30,-0.48752,3.7964,8.1368
31,-1.16,4.054,9.2418
32,-2.0188,3.414,11.601
33,-1.7349,1.656,11.488
34,-2.3107,1.7558,9.5252
35,-1.1869,2.0869,8.1543
36,-1.0636,2.7085,7.4887
37,-1.0626,3.1162,8.3437
38,-0.86293,3.3556,9.6332
39,-0.70587,3.3322,10.825
40,0.23218,1.4683,12.295
41,0.47734,2.2284,8.7244
42,-0.49782,2.0917,7.7859
43,-0.90819,3.0513,7.6855
44,-0.38385,3.3508,9.0907
45,-1.1986,3.4274,9.3562
46,-1.3509,3.6525,9.9392
47,-1.2635,1.4724,11.623
48,-0.37332,0.75624,10.188
49,-0.55743,0.82591,8.4713
50,-0.82103,1.3086,9.117
51,-0.76453,1.2305,10.744
52,-0.82965,1.1774,9.656
53,-0.95319,0.51585,9.5504
54,-1.0473,0.11939,9.9471
55,-0.60818,0.63629,9.9528
56,0.11702,1.4209,9.7869
57,0.75052,1.7096,10.17
58,1.2993,0.94371,10.185
59,0.18118,1.5988,9.3749
60,-0.028549,2.4492,9.2454
61,-0.6872,2.9879,9.6691
62,-1.1574,2.969,8.5836
63,-1.6478,2.6441,8.5704
64,-1.387,2.6484,10.14
65,-0.83276,2.4796,10.373
66,-1.0181,2.3718,9.922
67,-0.96469,2.4954,8.6415
68,-1.1186,2.5914,8.8556
